id,constant,position,translate
39,indexAccountsText.account1.title,Аккаунт №1,Basic Account
40,indexAccountsText.account1.text|dot,Подзаголовок для аккаунта №1,Get access to a variety of trading instruments today.
41,indexAccountsText.account2.title,Аккаунт №2,Advanced Account
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,More opportunities for successful trading in the financial markets.
43,indexAccountsText.account3.title,Аккаунт №3,Professional Account
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,Use the maximum features of the terminal and the minimum spreads to get the maximum profit.
45,indexAccountsText.account_condition_1,Минимальный депозит:,Minimum deposit
46,indexAccountsText.account_condition_2,Кредитное плечо:,Leverage
47,indexAccountsText.account_condition_3,Моментальное исполнение,Instant execution
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,Cryptocurrencies and metals trading
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,PAMM-accounts investing
50,indexAccountsText.account_condition_6,Отсутствие свопа,No swap
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,ETF and index trading
52,indexAccountsText.account_condition_8,Страхование депозитов,Deposit insurance
53,indexAccountsText.account_condition_9,Персональный менеджер,Personal manager
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,Opening a personal PAMM-account
53,indexAccountsText.account_condition_11,Защита депозитов,Protection of deposits
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,24-hour personal support
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,Latest economic news
1.7. Футер,,,
56,footerContent,Футер текст,"Company Name is registered at office 207,17 Albert St, Belize City, Belize
The company operates in accordance with the requirements of the Cyprus Securities and Exchange Commission (license number: 219/67), the International Financial Services Commission (IFSC) (22/01/JO/80) and the Financial Services Commission of the Republic of Mauritius (Investment Dealer license number: C0135692845)."
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,Discover the world of financial trading
58,marketsHeaderText.text|dot,Подзаголовок,Today you can get access to the most popular trading instruments and get your first profit.
59,commonMarketsText.title_graph,Загловок торгового графика,Trading instrument chart
60,commonMarketsText.title_table,Заголовок таблицы инструментов,Instruments table
61,commonMarketsText.footnote,Часы работы рынков,* opening and closing hours are indicated by UTC +0
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,Forex trading
63,marketsListText.market1.text|dot,Подзаголовок,Trade currencies in the global financial market on competitive terms
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,Metals
65,marketsListText.market2.text|dot,Подзаголовок,Gold and silver are highly liquid assets in the financial market. These precious metals are actively used by traders as the main instruments for CFD trading.
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,Stocks
67,marketsListText.market3.text|dot,Подзаголовок,"Trading CFDs on stocks is very easy! The advantage of this trading format is that you do not need to physically buy and sell shares. After all, transactions are traded on the price difference in any direction."
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,Commodities
69,marketsListText.market4.text|dot,Подзаголовок,Invest in commodity CFD trading with Company Name and get access to dozens of instruments right now.
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,Indexes
71,marketsListText.market5.text|dot,Подзаголовок,"Global indixes combine dozens of shares of the largest companies, significantly expanding the opportunities for earning money on CFD trading."
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,Cryptocurrencies
73,marketsListText.market6.text|dot,Подзаголовок,Trade the most popular cryptocurrencies and make a profit today
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,Try trading on the global currency market
75,forexHeaderText.text|dot,Подзаголовок,"A decentralized currency market has many advantages for trading CFDs. The quotes of currency pairs are very dynamic, which allows you to earn every day on long and short positions."
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,Clear control
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,"The company's activities are regulated, which ensures a high level of transparency in transactions with currency and other assets."
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,Asset Selection
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,"Each trader can make transactions with different currency pairs, the number of which exceeds 40 units."
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,Working with clients
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,Every registered trader can get advice in their chosen language.
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,Market dynamics
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Currency quotes change every second, which makes them very volatile and liquid."
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,More information about the currency market
85,forexAssetsText.text|dot,Подзаголовок,"You can trade CFDs on currency pairs 24 hours a day, 5 days a week, with a leverage of up to 1:100. Registered traders of our brokerage company can choose from a variety of trading instruments that help them identify potential trading opportunities and market trends. All the instruments for analyzing, forecasting and making transactions with currency pairs are absolutely free."
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,Try trading on the global metals market
87,metalsHeaderText.text|dot,Подзаголовок,"Evaluate your opportunities in the global precious metals market, where gold and silver are traded."
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,Fixed spreads
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,Liquidity aggregators ensure the stability of the transfer of quotes and transparency of spreads.
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,10+ instruments
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,Free analysis and forecasting instruments are available in the trading terminal.
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,Leverage from 1:20
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,Each trader can choose the optimal level of leverage for him to manage the risks.
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,0 hidden payments
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,Do not overshadow metal trading with commissions and hidden payments.
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,More information about the metal market
97,metalsAssetsText.text|dot,Подзаголовок,"In unstable economic times, precious metals are an excellent asset for risk diversification. It is used by thousands of investors and traders from all over the world. Despite currency inflation, gold and silver remain valuable resources. Their cost is stable and predictable."
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,Try trading on the global stock market
99,stocksHeaderText.text|dot,Подзаголовок,Favorable trading conditions allow you to make more profit on fluctuations in the stock prices of the largest companies in the world.
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,Easy start
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,To make the first transaction with stocks of companies it is enough to register an account in a couple of minutes.
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,Accurate liquidity
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,"The largest financial centers of the world act as aggregators of liquidity, which ensures maximum accuracy of quotes."
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,Mobile trading
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,The mobile version of the trading terminal allows you to trade anywhere and at any time from your smartphone or tablet.
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,24/7 consulting service
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,"If you have any questions to the company's managers, you can always leave a request and get detailed advice."
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,More information about the stock market
109,stocksAssetsText.text|dot,Подзаголовок,"You can also earn money on company stocks in the CFD format. You do not need a large start-up capital, and the process of buying and selling is reduced to pressing a single button in the trading terminal. You can trade a lot of company securities in this scenario."
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,Try to trade on the world market of commodities
111,commoditiesHeaderText.text|dot,Подзаголовок,"Invest in promising energy resources and raw materials, earning on the difference in the prices of these financial instruments, even with a small capital."
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,Any lot size
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,"You will be able to trade even with a small deposit, choosing a small lot volume."
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,Execution in an instant
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Reliable liquidity providers guarantee fast execution without requotes and slippages.
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,No swap
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"In commodity trading, there is no charge for transferring orders from one day to another."
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,Informative trading
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,The accuracy and efficiency of trading in commodities is ensured by a functional trading terminal.
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,More information about the commodities market
121,commoditiesAssetsText.text|dot,Подзаголовок,"The energy and commodity markets may depend on political and economic factors. Quick reaction and competent analysis of the trader will help you make accurate and effective trades. This category of financial instruments includes liquid assets, including oil and gas."
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,Try trading on the global index market
123,indicesHeaderText.text|dot,Подзаголовок,"Trading CFDs on indixes can generate unlimited income. This is a very liquid and promising category of financial instruments, which is suitable for beginners and experienced traders."
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,Popular indexes
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Access to the most promising and liquid indixes of the United States, Europe and Asia."
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,Commission from 0.00%
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Evaluate the absolute absence of commission and hidden fees for transactions with stock indexes.
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,Trade whenever you want
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,The activity of the index market allows you to trade at any time of the day on weekdays.
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,Liquid diversification
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,Thousands of traders and investors use indices to diversify their asset portfolios.
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,More information about the index market
133,indicesAssetsText.text|dot,Подзаголовок,"Trading indixes on the global market allows you to immediately invest in entire sectors of the economy. After all, each index combines a whole pool of shares of companies in the same field of activity or the same sector. By analyzing and tracking trends in the economy, you can more accurately predict the movement of index prices."
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,Try trading on the global cryptocurrency market
135,cryptoHeaderText.text|dot,Подзаголовок,"Trading for the difference in the price of cryptocurrencies is much easier than it seems! Open a brokerage account in a couple of minutes and start CFD trading with liquid cryptocurrencies, including Bitcoin, Ethereum, Litecoin and others."
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,Competitive leverage
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,The adjustable leverage of 1: 20 allows you to manage risks and potential profits.
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,Any tactic is acceptable
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,It is convenient when you can use any cryptocurrency trading strategy.
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,Reliable platform
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,Cryptocurrency trading is very convenient due to the multifunctional trading terminal.
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,Best service providers
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Due to reliable liquidity aggregators, all transactions are executed very quickly and accurately."
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,More information about the cryptocurrency market
145,cryptoAssetsText.text|dot,Подзаголовок,"Cryptocurrency is a decentralized means of payment, which is devoid of any regulator. The issue of digital money like Bitcoin, Ethereum, Litecoin and others is carried out through mining. That is, the participants of the cryptocurrency network themselves generate new coins, which are harder and harder to mine every year."
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,Company Name Trading instruments
147,tradingHeaderText.text|dot,Подзаголовок,More than 150 trading instruments are available for you to trade on all modern financial markets. Perform operations on various trading instruments and get a profit together with your trusted broker.
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,Calculate the result of trades on the trader's calculator
149,tradingCalculatorText.text|dot,Подзаголовок,"A useful and functional trader's instrument allows you to find out the potential profit, spread and margin requirements of an order in a couple of seconds."
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"Instrument: <div class=""description"">specify the selected financial instrument from the list</div>"
151,estimationText.offer_2,Цена открытия,"Price: <div class=""description"">specify the estimated price of opening and closing the order to see the possible result</div>"
152,estimationText.offer_3,Объем сделки,"Trade volume: <div class=""description"">specify exact trade volume in lots</div>"
153,estimationText.offer_4,"Своп, в пунктах","Swap in points: <div class=""description"">calculated automatically based on the difference between Ask and Bid prices</div>"
154,estimationText.offer_5,"Своп, в USD","Swap in USD: <div class=""description"">calculated automatically based on the cost of position rollover at night</div>"
155,estimationText.offer_6,Маржа в USD,"Margin: <div class=""description"">the specified data is the minimum amount of free deposit required to make a transaction</div>"
156,estimationText.offer_7,Прибыль в USD,"Profit: <div class=""description"">indication of probable profit based on current parameters</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,How the trader's calculator works
158,estimationText.ul_title|dot,Подзаголовок,Initial data:
159,estimationText.li_1,Данные №1,Instrument
160,estimationText.li_2,Данные №2,Deal volume in lots
161,estimationText.li_3,Данные №3,Order type
162,estimationText.li_4,Данные №4,Open price
163,estimationText.li_5,Данные №5,Close price
164,estimationText.li_6,Данные №6,Margin
165,estimationText.li_7,Данные №7,Profit
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,Company Name is a broker that takes care of its clients
167,aboutHeaderText.text|dot,Подзаголовок,"Since its foundation Company Name has focused on providing the best trading conditions, using innovative technologies and experience gained over the years."
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='380000'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,open trading accounts
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='500000'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,trades per day
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3' data-indicator-number='150'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,trading instruments
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='70'>0</span> mln
175,aboutCounterText.counter4.text,Текст показателя №4,dollars daily trading volume
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>th
177,aboutCounterText.counter5.text,Текст показателя №5,year in the market
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,We improve every day to provide you with maximum comfort
179,aboutConditionsText.text|dot,Подзаголовок,We constantly invest our efforts and resources in technology to improve the quality of our services. The company has many strong financial results and stable growth indicators behind it. Company Name has already earned a reputation as a reliable market leader and innovator.
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,Our company has already shown stable growth and continues to improve for you
181,aboutGoalsText.goal1.title,Заголовок №1,Technical leadership in the market
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,Every day we increase the quality of our services and integrate the latest technical solutions. Our goal is to become the safest and most technologically advanced product on the market.
183,aboutGoalsText.goal2.title,Заголовок №2,Maximum customer comfort
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,We improve the quality of our customer support on a daily basis. Our goal is to make communication with our clients as comfortable and effective as possible.
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,More opportunities to trade in the financial markets
186,aboutQualityText.text,Описание заголовка №1,"Company Name is a trusted broker for thousands of successful traders around the world.
Make transactions in the most famous financial markets, using the advanced features of our trading platform. "
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,History of Company Name
188,aboutHistoryText.year1.title,2017 год. Заголовок,The beginning of the path
189,aboutHistoryText.year1.text|dot,2017 год. Описание,"The year of the company's foundation. The first version of the platform. The opportunity to trade on the forex market and the stock market has been implemented. The first company awards and registration of 40,000 accounts."
190,aboutHistoryText.year2.title,2018 год. Заголовок,First results
191,aboutHistoryText.year2.text|dot,2018 год. Описание,"150,000 accounts are registered. New types of contracts have become available to the company's clients - CFDs on Futures and ETFs, as well as indices. The number of operations per day exceeded the figure of 1.5 million."
192,aboutHistoryText.year3.title,2019 год. Заголовок,Access to the international markets
193,aboutHistoryText.year3.text|dot,2019 год. Описание,"There are 226,000 registered accounts. Traders from more than 70 countries have chosen us as their broker. The record speed of performing operations - 0.1 seconds-has been reached."
194,aboutHistoryText.year4.title,2020 год. Заголовок,Impressive performance and ambitious plans
195,aboutHistoryText.year4.text|dot,2020 год. Описание,"More than 300,000 accounts are registered. The number of operations per day exceeded the figure of 3 million. The project of the new version of the trading platform is under development. We plan to reach new heights in the financial markets."
4.6. Платформа для торговли разработанная для людей.,,,
196,aboutPlatformText.title,Заголовок,"The Company Name trading platform means safety, innovation and comfort during trading"
197,aboutPlatformText.text|dot,Подзаголовок,The best indicator for us is the hundreds of thousands of traders who have chosen our platform for successful trading in the financial markets.
198,aboutPlatformText.advantage1,Преимущества №1,"Simple, intuitive interface"
199,aboutPlatformText.advantage2,Преимущества №2,Real-time quotes
200,aboutPlatformText.advantage3,Преимущества №3,Instant execution
201,aboutPlatformText.advantage4,Преимущества №4,Negative balance protection
202,aboutPlatformText.advantage5,Преимущества №5,Smooth trading
203,aboutPlatformText.advantage6,Преимущества №6,Detailed account transaction history
204,aboutPlatformText.advantage7,Преимущества №7,Advanced analytical instruments
5. Аккредитации и лицензии.,,,
5.1. Посадочный экран,,,
205,licensesHeaderText.title,Заголовок,Partners and licenses
206,licensesHeaderText.text,Подзаголовок к заголовку,The activities of the brokerage company are strictly regulated by several independent organizations and commissions. And the execution of transactions is carried out with quotes from leading aggregators of liquidity. You can get acquainted with the partners who provide transparency and security of transactions directly on this page.
5.2. Информация о регуляторах и банках,,,
207,licensesListText.license1.title,Заголовок №1,MiFID
208,licensesListText.license1.text,Описание №1,An independent European Directive that regulates the activities of financial market participants in Europe and other regions.
209,licensesListText.license2.title,Заголовок №2,Bank of America
210,licensesListText.license2.text,Описание №2,An American financial conglomerate that acts as a liquidity aggregator and financial center for processing payments of global market participants.
211,licensesListText.license3.title,Заголовок №3,JPMorgan Chase & Co
212,licensesListText.license3.text,Описание №3,An international bank that acts as a single financial center for processing payments and regulating the execution of transactions on world markets.
213,licensesListText.license4.title,Заголовок №4,CySEC
214,licensesListText.license4.text,Описание №4,"Cyprus independent regulator, which is the controller of the performance of the duties of brokerage companies licensed by this commission."
215,licensesListText.license5.title,Заголовок №5,IFSC
216,licensesListText.license5.text,Описание №5,"The national financial regulator of Belize, which is designed to monitor the activities of brokerage and investment companies in the state."
217,licensesListText.license6.title,Заголовок №6,ASIC
218,licensesListText.license6.text,Описание №6,"The Australian Financial Supervisory Authority, which provides regulation and control over the operation of financial companies in the country and abroad."
219,licensesListText.license7.title,Заголовок №7,FSA
220,licensesListText.license7.text,Описание №7,Not the State Financial Regulatory Authority of the State of Saint Vincent and the Grenadines.
221,licensesListText.license8.title,Заголовок №8,HSBC Holdings
222,licensesListText.license8.text,Описание №8,"One of the world's largest financial centers, which is a partner of many investment and brokerage companies in the world."
6. Ошибка 404.,,,
223,headerText404.title,Заголовок,Error 404
224,headerText404.text,Подзаголовок,Please try again or contact support.
225,headerText404.textMainPage,Вернуться на главную страницу,Back to the main page
226,headerText404.textSupport,Служба технической поддержки,Technical support service
8. Формы,,,
8.1. Заголовки форм,,,
228,formsText.titleEnter,Вход в личный кабинет,Your Personal Area
229,formsText.titleCallback,Оставить заявку,Submit your application
230,formsText.titleTwoauth,Двухэтапная авторизация,Two-factor authentication
231,buttonText.signup,Регистрация,Registration
232,fotmsText.titleReminder,Восстановление пароля,Password reset
8.2. Поля ввода,,,
233,formsText.labelName,Введите ваше имя,Name *
234,formsText.placeholderName,Введите ваше имя (placeholder),Enter name
235,formsText.labelLastName,Введите вашу фамилию,Surname *
236,formsText.placeholderLastName,Введите вашу фамилию (placeholder),Enter surname
237,formsText.labelMail,Введите ваш E-mail,E-mail *
238,formsText.placeholderEmail,Введите ваш E-mail (placeholder),Enter e-mail
239,formsText.labelPassword,Введите пароль,Password *
240,formsText.placeholderPassword,Введите пароль (placeholder),Enter password
241,formsText.labelConfirmPassword,Подтвердите пароль,Confirm password *
242,formsText.labelPhone,Поле для ввода номера телефона,Phone number *
243,formsText.placeholderPhone,Поле для ввода номера телефона (placeholder),Enter phone number
244,formsText.labelCountry,Выберите страну,Country
245,formsText.placeholderCountry,Выберите страну (placeholder),Choose country
246,formsText.labelLanguage,Выберите язык,Language
247,formsText.placeholderLanguage,Выберите язык (placeholder),Choose language
248,formsText.labelTime,Удобное время для звонка,Time to call
249,formsText.placeholderTime,Удобное время для звонка (placeholder),Best time to call
250,formsText.lableTwoauth,Введите код двухэтапной авторизации,Authorization code *
251,formsText.placeholderTwoauth,Введите код двухэтапной авторизации (placeholder),Two-stage authorization code
252,formsText.labelPromo,Введите промокод,Promotional code
253,formsText.placeholderPromo,Введите промокод (placeholder),Enter promotional code
8.3. Дополнительный текст,,,
254,formsText.text_required,* - обязательные поля,* - required field
255,formsText.regRecommend,"Для пароля разрешены только латинские буквы, цифры и символы. ","Only Latin letters, numbers and symbols are allowed for the password. The password must contain at least one uppercase letter, one lowercase letter and one number."
256,formsText.checkboxText,Обработка персональных данных (чекбокс),I agree to the processing of personal data
8.4. Уведомления,,,
257,formsText.titleSuccess,Спасибо за отправку сообщения,Thank you for sending a message
258,formsText.textSuccess,Спасибо за отправку сообщения текст,We will contact you shortly
259,formsText.titleError,Ошибка отправки сообщения,Error sending message
260,formsText.textError,Ошибка отправки сообщения текст,Try later
8.5. Ссылки в форме,,,
261,formsText.forgotText,Забыли пароль?,Forgot your password?
262,formsText.allreadyText,Уже есть учетная запись,Already have an account
9. Навигация,,,
263,navText.index,Главная,Main
264,navText.markets,Рынки,Markets
265,navText.about,О компании,About company
266,navText.contacts,Контакты,Contacts
267,navText.forex,Валюты,Currency
268,navText.metals,Металлы,Metals
269,navText.stocks,Акции,Stocks
270,navText.commodities,Товары,Commodities
271,navText.indices,Индексы,Indices
272,navText.crypto,Криптовалюты,Cryptocurrency
273,navText.trading,Торговые условия,Trading conditions
274,navText.licenses,Аккредитация и лицензии,Accreditations and Licenses
275,formsText.checkboxAgreement,Пользовательское соглашение,User Agreement
276,formsText.checkboxPolicy,Политика возврата средств,Refund Policy
293,curLang,Текущий язык,En
10. Кнопки,,,
277,buttonText.login,Войти,Login
278,buttonText.btnReg,Зарегистрироваться,Sign up
279,buttonText.enterFormButton,Войти в кабинет,Login to Account
280,buttonText.btnSend,Отправить,To send
281,buttonText.btnStartTrade,Начать торговать,Start trading
282,buttonText.btnOpenAcc,Открыть счет,Open an account
283,buttonText.btnCallback,Запросить звонок,Request a call
284,buttonText.btnLearMore,Узнать больше,Learn more
285,buttonText.btn404,Вернуться на главную,Go back to the main page
286,buttonText.btnSupport,Техническая поддержка,Technical support
287,buttonText.btnPartner,Стать партнером,Become a partner
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, personalized user support"
289,contactsHeaderText.text,Подзаголовок,Request a call and we will contact you shortly.
290,contactsListText.contact2,Наша почта,Our e-mail
291,contactsListText.contact3,Месторасположение,Location
292,contactsListText.contact1,Международный номер,International number
12. Тайтлы,,,
293,titles.index,index,Company Name - Get financial independence
294,titles.notFound,404,404 - Company Name - Get financial independence
295,titles.licenses,licenses,Accreditation and licenses - Company Name - Get financial independence
296,titles.reminder,reminder,Password recovery - Company Name - Get financial independence
297,titles.register,register,Registration - Company Name - Get financial independence
298,titles.login,login,Login - Company Name - Get financial independence
299,titles.about,about,About company - Company Name – earn money easily!
300,titles.contacts,contacts,Contacts - Company Name - 24/7 personal user support
