id,constant,position,translate
40,indexAccountsText.account1.text|dot,Подзаголовок для аккаунта №1,今天就可以使用各种交易工具。
41,indexAccountsText.account2.title,Аккаунт №2,高级账户
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,在金融市场上获得更多成功交易的机会。
43,indexAccountsText.account3.title,Аккаунт №3,专业账户
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,充分利用终端的功能和最小点差，使您的利润最大化。
45,indexAccountsText.account_condition_1,Минимальный депозит:,最低起存
46,indexAccountsText.account_condition_2,Кредитное плечо:,杠杆作用
47,indexAccountsText.account_condition_3,Моментальное исполнение,即时执行
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,加密货币和金属交易
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,PAMM账户投资
50,indexAccountsText.account_condition_6,Отсутствие свопа,无掉期
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,ETF和指数交易
52,indexAccountsText.account_condition_8,Страхование депозитов,存款保险制度
53,indexAccountsText.account_condition_9,Персональный менеджер,个人管家
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,打开个人PAMM账户
53,indexAccountsText.account_condition_11,Защита депозитов,存款保障
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,全天候支持
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,经济新闻
1.7. Футер,,,
56,footerContent,Футер текст,最新经济新闻
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,"Company Name注册于塞舌尔马埃岛伊甸广场F30-F32。
Company Name已获授权经营，并受塞浦路斯证券交易委员会（许可证号：95/46）的要求约束。
Company Name由国际金融服务委员会（IFSC）授权经营（14/363/TS/16）。
Company Name受毛里求斯共和国金融服务委员会监管，投资交易商许可证号：C642875963。"
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,探索金融交易的世界
58,marketsHeaderText.text|dot,Подзаголовок,今天，您已经可以获得最流行的交易工具，并获得您的第一笔利润。
59,commonMarketsText.title_graph,Загловок торгового графика,交易图
60,commonMarketsText.title_table,Заголовок таблицы инструментов,工具表
61,commonMarketsText.footnote,Часы работы рынков,市场时间
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,外汇
63,marketsListText.market1.text|dot,Подзаголовок,全球金融市场上竞争条件下的贸易货币。
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,金属
65,marketsListText.market2.text|dot,Подзаголовок,黄金和白银是金融市场上流动性很强的资产。这些贵金属作为CFD交易的主要工具被交易者积极使用。
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,股份
67,marketsListText.market3.text|dot,Подзаголовок,股票差价合约的交易非常简单! 这种交易形式的优点是不需要实际买卖股票。毕竟，交易是以任何一个方向的价格差来进行交易的。
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,商品
69,marketsListText.market4.text|dot,Подзаголовок,投资于Company Name的CFD商品交易，现在就可以使用数十种工具。
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,指数
71,marketsListText.market5.text|dot,Подзаголовок,世界指数汇集了几十家主要公司的股票，大大拓展了您的CFD交易可能性。
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,加密货币
73,marketsListText.market6.text|dot,Подзаголовок,交易最流行的加密货币，今天就已经开始盈利了。
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,尝试在全球外汇市场进行交易
75,forexHeaderText.text|dot,Подзаголовок,去中心化的外汇市场对于差价合约交易有很多优势。货币对报价是高度动态的，让你每天都能在多头和空头头寸上赚钱。
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,明确的控制
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,我们的业务是受监管的，这为货币交易和其他资产提供了高透明度。
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,资产的选择
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,每个交易者都可以进行各种货币对的操作，金额超过40个单位。
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,客户服务
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,每个注册的交易者都可以得到所选语言的咨询帮助。
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,市场动态
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,货币汇率每时每刻都在变化，这使得货币的波动性和流动性非常大。
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,更多关于货币市场的信息
85,forexAssetsText.text|dot,Подзаголовок,您可以每周5天，每天24小时交易货币对的差价合约，杠杆率高达1:100。我们的经纪公司为注册交易者提供各种交易工具，帮助他们识别潜在的交易机会和市场趋势。所有用于分析、预测和进行货币对交易的工具都是完全免费的。
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,尝试在全球金属市场进行交易
87,metalsHeaderText.text|dot,Подзаголовок,仔细看看你在贵金属市场的机会，黄金和白银的交易。
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,精确点差
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,流动性聚合器保证了稳定的价格供给和透明的价差。
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,10+工具
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,交易终端可提供免费的分析和预测工具。
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,杠杆率从1:20开始
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,每个交易者都可以选择最适合自己的杠杆水平来管理风险。
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,0 隐性费用
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,不要用佣金和隐性费用来破坏您的金属交易。
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,了解更多关于金属市场的信息
97,metalsAssetsText.text|dot,Подзаголовок,在经济不稳定的时候，贵金属是分散风险的好资产。来自世界各地的数以千计的投资者和交易商都在利用这一点。尽管货币通货膨胀，但黄金和白银仍然是宝贵的资源。它们的成本是稳定的、可预测的。
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,试着在世界股票市场上交易
99,stocksHeaderText.text|dot,Подзаголовок,优势的交易条件，让你从全球最大公司的股票行情波动中获得更多的利润。
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,轻松上手
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,您只需在几分钟内注册一个账户，就可以进行第一次股票交易。
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,精确的流动性
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,流动性的聚集地是世界上最大的金融中心，最大限度地提供报价的准确性。
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,移动交易
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,移动版交易终端可以让您随时随地通过智能手机或平板电脑进行交易。
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,24/7咨询
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,如果您有任何疑问，可以随时留言请求，得到详细的咨询。
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,更多关于股市的信息
109,stocksAssetsText.text|dot,Подзаголовок,您也可以在CFD格式的公司股票上赚钱。您不需要大量的初始资金，买卖过程只需在交易终端按下一个按钮。在这种情况下，可以买卖很多公司的证券。
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,尝试在全球商品市场进行交易
111,commoditiesHeaderText.text|dot,Подзаголовок,投资有前景的能源和原材料，即使资金少，也能从这些金融工具的价格差中获利。
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,任何地段
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,即使是最小的手数，也可以用少量的存款进行交易。
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,瞬间执行
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,可靠的流动性供应商保证即时执行，没有重新报价和滑点。
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,无交换
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,在交易原材料时，没有任何的展期费用。
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,信息化交易
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,通过功能齐全的交易终端，保证了商品交易的准确性和效率。
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,更多商品市场信息
121,commoditiesAssetsText.text|dot,Подзаголовок,能源和商品市场会受到政治和经济因素的影响。交易员的快速反应和智能分析有助于做出精准有效的交易。这类金融工具包括流动资产，包括石油和天然气。
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,尝试在世界指数市场上进行交易
123,indicesHeaderText.text|dot,Подзаголовок,在指数上交易差价合约可以带来无限的利润。这类流动性强、前景广阔的金融工具适合初学者和有经验的交易者。
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,热门指数
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,进入美国、欧洲和亚洲最具前瞻性和流动性的指数。
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,佣金比例从0.00%起
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,使用股指交易时，完全没有佣金或隐性费用，可从中获益。
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,随时可以交易
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,主动指数市场允许您在工作日的任何时间进行交易。
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,流动性多样化；
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,数以千计的交易者和投资者使用指数来分散他们的投资组合。
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,关于指数的更多信息
133,indicesAssetsText.text|dot,Подзаголовок,在全球市场上进行指数交易，可以让您一次性投资于整个经济领域。毕竟，每个指数都是将同一领域或同一行业的公司的股票全部组合在一起。通过对经济趋势的分析和跟踪，可以更准确地预测指数的价格走势。
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,尝试在全球加密货币市场进行交易
135,cryptoHeaderText.text|dot,Подзаголовок,交易加密货币比看起来容易得多! 在几分钟内开立一个经纪账户，并开始CFD交易液体加密货币，包括比特币、Ethereum、Litecoin等。
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,竞争性杠杆
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,1:20的可调节杠杆使您能够管理您的风险和潜在利润。
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,任何战略都是允许的
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,当你可以使用任何加密货币交易策略时，它是方便的。
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,可靠的平台
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,由于多功能交易终端的存在，加密货币交易非常方便。
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,最佳服务提供商
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,由于可靠的流动性聚合器，所有的交易都能快速准确地执行。
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,更多关于加密货币市场的信息
145,cryptoAssetsText.text|dot,Подзаголовок,加密货币是一种去中心化的支付媒介，没有任何监管机构。比特币、Ethereum、Litecoin等数字货币的发行是通过挖矿完成的。也就是说，加密货币网络的成员自己会产生新的币种，而这些币种每年都会变得越来越难挖。
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,Company Name交易工具
147,tradingHeaderText.text|dot,Подзаголовок,超过150种交易工具可供您在所有现代金融市场进行交易。交易不同的交易工具，并与您的信任经纪商获得回报。
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,使用交易员计算器计算您的交易结果。
149,tradingCalculatorText.text|dot,Подзаголовок,这款实用的功能型交易工具可以在几秒钟内找出订单的潜在利润、点差和保证金要求。
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"工具 <div class=""description"">指示从列表中选择的金融工具</div>"
151,estimationText.offer_2,Цена открытия,"价格 <div class=""description"">指示打开和关闭订单的估计价格，以找出订单的可能结果</div>"
152,estimationText.offer_3,Объем сделки,"交易量<div class=""description"">指示确切的交易量</div>"
153,estimationText.offer_4,"Своп, в пунктах","以點為單位<div class=""description"">根据卖出价和买价之间的差自动计算</div>"
154,estimationText.offer_5,"Своп, в USD","掉期 以USD <div class=""description"">根据夜间转移头寸的费用自动计算</div>"
155,estimationText.offer_6,Маржа в USD,"保证金<div class=""description"">指示的数据是交易所需的免费存款的最小金额</div>"
156,estimationText.offer_7,Прибыль в USD,"利润 <div class=""description"">根据输入的参数显示可能的利润</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,如何交易者的计算器作品
158,estimationText.ul_title|dot,Подзаголовок,初步数据：
159,estimationText.li_1,Данные №1,仪器
160,estimationText.li_2,Данные №2,交易量在许多
161,estimationText.li_3,Данные №3,订单类型
162,estimationText.li_4,Данные №4,开放价格
163,estimationText.li_5,Данные №5,收盘价
164,estimationText.li_6,Данные №6,保证金
165,estimationText.li_7,Данные №7,利润
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,Company Name--一个关心客户的经纪商。
167,aboutHeaderText.text|dot,Подзаголовок,自成立以来，Company Name专注于利用多年积累的创新技术和经验提供最佳的交易条件。
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='380000'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,开交易账户
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='500000'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,每日交易
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3' data-indicator-number='150'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,交易工具
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='70'>0</span> 万
175,aboutCounterText.counter4.text,Текст показателя №4,美元的日交易量
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>
177,aboutCounterText.counter5.text,Текст показателя №5,今年市场
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,我们每天都在改进，给您最好的体验。
179,aboutConditionsText.text|dot,Подзаголовок,我们不断在技术上投入精力和资源，以提高服务质量。我们背后有很多强劲的财务业绩和稳定增长的指标。Company Name已经成功地赢得了可靠的市场领导者和创新者的声誉。
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,我们公司已经呈现出稳步增长的态势，并为您持续改进。
181,aboutGoalsText.goal1.title,Заголовок №1,在市场上的技术领先地位
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,我们每天都在提高服务质量，整合最新的技术解决方案。我们的目标是成为市场上最安全、技术最先进的产品。
183,aboutGoalsText.goal2.title,Заголовок №2,最大限度地提高客户舒适度
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,我们每天都在改进客户支持。我们的目标是让我们与客户的沟通尽可能的舒适和高效。
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,更多的金融市场交易机会
186,aboutQualityText.text,Описание заголовка №1,"Company Name是全球数千名成功交易者信赖的经纪商。
使用我们交易平台的先进功能，在最著名的金融市场进行交易。 "
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,AVEX资本公司历史
188,aboutHistoryText.year1.title,2017 год. Заголовок,开始的方式
189,aboutHistoryText.year1.text|dot,2017 год. Описание,公司成立的年份。平台的第一个版本。实施外汇和股票市场交易的机会； 首届公司奖和4万户注册。
190,aboutHistoryText.year2.title,2018 год. Заголовок,初步结果：
191,aboutHistoryText.year2.text|dot,2018 год. Описание,公司的15万个账户被注册。本公司的客户可以使用新的合约类型，如期货和ETF及指数的差价合约。日成交额超过150万。
192,aboutHistoryText.year3.title,2019 год. Заголовок,进入国际市场
193,aboutHistoryText.year3.text|dot,2019 год. Описание,"226,000个注册账户。来自70多个国家的交易商都选择我们作为他们的经纪人。实现了0.1秒的速度记录。"
194,aboutHistoryText.year4.title,2020 год. Заголовок,令人印象深刻的业绩和雄心勃勃的计划
195,aboutHistoryText.year4.text|dot,2020 год. Описание,注册账户30多万个。日操作量突破300万次。 新的交易平台版本正在开发中。我们的计划是在金融市场上达到新的高度。
4.6. Платформа для торговли разработанная для людей.,,,
196,aboutPlatformText.title,Заголовок,AVEX资本交易平台是安全、创新、舒适的交易过程。
197,aboutPlatformText.text|dot,Подзаголовок,对我们来说，最好的指标是数十万交易者选择我们的平台，在金融市场上成功交易。
198,aboutPlatformText.advantage1,Преимущества №1,简单、直观的界面
199,aboutPlatformText.advantage2,Преимущества №2,实时报价
200,aboutPlatformText.advantage3,Преимущества №3,即时执行
201,aboutPlatformText.advantage4,Преимущества №4,防止负余额
202,aboutPlatformText.advantage5,Преимущества №5,顺利交易
203,aboutPlatformText.advantage6,Преимущества №6,详细的账户历史
204,aboutPlatformText.advantage7,Преимущества №7,高级分析工具
5. Аккредитации и лицензии.,,,
5.1. Посадочный экран,,,
205,licensesHeaderText.title,Заголовок,合作伙伴和许可证
206,licensesHeaderText.text,Подзаголовок к заголовку,经纪公司的活动受到多个独立组织和佣金的严格监管。而交易的执行则是以领先的流动性集合商的报价为基础。要了解提供交易透明度和安全性的合作伙伴，请访问此页面。
5.2. Информация о регуляторах и банках,,,
207,licensesListText.license1.title,Заголовок №1,MiFID
208,licensesListText.license1.text,Описание №1,MiFID是一项独立的欧洲指令，对欧洲和其他地区的金融市场参与者进行监管。
209,licensesListText.license2.title,Заголовок №2,美国银行
210,licensesListText.license2.text,Описание №2,美国的金融集团，作为流动性的聚集者和处理全球市场参与者支付的金融中心。
211,licensesListText.license3.title,Заголовок №3,摩根大通公司
212,licensesListText.license3.text,Описание №3,作为处理支付和监管全球市场交易的单一金融中心的国际银行。
213,licensesListText.license4.title,Заголовок №4,CySEC
214,licensesListText.license4.text,Описание №4,塞浦路斯的独立监管机构，监督从该委员会获得许可证的经纪公司履行义务的情况。
215,licensesListText.license5.title,Заголовок №5,IFSC
216,licensesListText.license5.text,Описание №5,伯利兹的国家金融监管机构旨在控制伯利兹境内的经纪和投资公司的活动。
217,licensesListText.license6.title,Заголовок №6,ASIC
218,licensesListText.license6.text,Описание №6,澳大利亚金融监管局，负责确保对国内外金融公司的监管和监督。
219,licensesListText.license7.title,Заголовок №7,FSA
220,licensesListText.license7.text,Описание №7,圣文森特和格林纳丁斯非国家金融监管机构。
221,licensesListText.license8.title,Заголовок №8,汇丰控股
222,licensesListText.license8.text,Описание №8,世界最大的金融中心之一，与世界上许多投资和经纪公司合作。
6. Ошибка 404.,,,
223,headerText404.title,Заголовок,错误404
224,headerText404.text,Подзаголовок,请重试或联系支持。
225,headerText404.textMainPage,Вернуться на главную страницу,回到主页面
226,headerText404.textSupport,Служба технической поддержки,技术支持服务
8. Формы,,,
8.1. Заголовки форм,,,
228,formsText.titleEnter,Вход в личный кабинет,您的个人区域
229,formsText.titleCallback,Оставить заявку,提交申请
230,formsText.titleTwoauth,Двухэтапная авторизация,双因素身份验证
231,buttonText.signup,Регистрация,注册
232,fotmsText.titleReminder,Восстановление пароля,重设密码
8.2. Поля ввода,,,
233,formsText.labelName,Введите ваше имя,输入你的名字
234,formsText.placeholderName,Введите ваше имя (placeholder),输入你的名字
235,formsText.labelLastName,Введите вашу фамилию,输入你的名字
236,formsText.placeholderLastName,Введите вашу фамилию (placeholder),输入你的名字
237,formsText.labelMail,Введите ваш E-mail,输入你的电子邮箱
238,formsText.placeholderEmail,Введите ваш E-mail (placeholder),输入你的电子邮箱
239,formsText.labelPassword,Введите пароль,输入密码
240,formsText.placeholderPassword,Введите пароль (placeholder),输入密码
241,formsText.labelConfirmPassword,Подтвердите пароль,确认密码
242,formsText.labelPhone,Поле для ввода номера телефона,用于输入电话号码字段
243,formsText.placeholderPhone,Поле для ввода номера телефона (placeholder),用于输入电话号码字段
244,formsText.labelCountry,Выберите страну,选择国家
245,formsText.placeholderCountry,Выберите страну (placeholder),选择国家
246,formsText.labelLanguage,Выберите язык,选择语言
247,formsText.placeholderLanguage,Выберите язык (placeholder),选择语言
248,formsText.labelTime,Удобное время для звонка,联络时间
249,formsText.placeholderTime,Удобное время для звонка (placeholder),联络时间
250,formsText.lableTwoauth,Введите код двухэтапной авторизации,进入两级授权码 *
251,formsText.placeholderTwoauth,Введите код двухэтапной авторизации (placeholder),进入两级授权码
252,formsText.labelPromo,Введите промокод,输入促销代码
253,formsText.placeholderPromo,Введите промокод (placeholder),输入促销代码
8.3. Дополнительный текст,,,
254,formsText.text_required,* - обязательные поля,*  - 必填字段
255,formsText.regRecommend,"Для пароля разрешены только латинские буквы, цифры и символы. ",密码仅允许使用拉丁字母，数字和符号。 密码必须至少包含一个大写字母，一个小写字母和一个数字。
256,formsText.checkboxText,Обработка персональных данных (чекбокс),我同意个人资料的处理
8.4. Уведомления,,,
257,formsText.titleSuccess,Спасибо за отправку сообщения,感谢您发送邮件
258,formsText.textSuccess,Спасибо за отправку сообщения текст,您的要求已成功处理
259,formsText.titleError,Ошибка отправки сообщения,发送邮件时出错
260,formsText.textError,Ошибка отправки сообщения текст,等会再试
8.5. Ссылки в форме,,,
261,formsText.forgotText,Забыли пароль?,忘记密码了吗？
262,formsText.allreadyText,Уже есть учетная запись,已经有一个帐户
9. Навигация,,,
263,navText.index,Главная,主要
264,navText.markets,Рынки,市场
265,navText.about,О компании,关于公司
266,navText.contacts,Контакты,往来
267,navText.forex,Валюты,货币
268,navText.metals,Металлы,金属
269,navText.stocks,Акции,股票
270,navText.commodities,Товары,商品
271,navText.indices,Индексы,指数
272,navText.crypto,Криптовалюты,加密貨幣
273,navText.trading,Торговые условия,交易条件
274,navText.licenses,Аккредитация и лицензии,资质认证和授权
275,formsText.checkboxAgreement,Пользовательское соглашение,使用条款
276,formsText.checkboxPolicy,Политика возврата средств,退款政策
293,curLang,Текущий язык,Zh
10. Кнопки,,,
277,buttonText.login,Войти,登录
278,buttonText.btnReg,Зарегистрироваться,注册
279,buttonText.enterFormButton,Войти в кабинет,登录帐户
280,buttonText.btnSend,Отправить,发送
281,buttonText.btnStartTrade,Начать торговать,开始交易
282,buttonText.btnOpenAcc,Открыть счет,开帐户
283,buttonText.btnCallback,Запросить звонок,要求电话
284,buttonText.btnLearMore,Узнать больше,了解更多
285,buttonText.btn404,Вернуться на главную,回到主页
286,buttonText.btnSupport,Техническая поддержка,技术支援
287,buttonText.btnPartner,Стать партнером,成为合作伙伴
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,全天候，个性化的用户支持
289,contactsHeaderText.text,Подзаголовок,请求电话，我们会尽快与您联系。
290,contactsListText.contact2,Наша почта,我们的电子邮件
291,contactsListText.contact3,Месторасположение,位置
292,contactsListText.contact1,Международный номер,国际号码
12. Тайтлы,,,
293,titles.index,index,Company Name - 获得财政独立
294,titles.notFound,404,404 - Company Name - 获得财政独立
295,titles.licenses,licenses,认证和许可证 - Company Name - 获得财政独立
296,titles.reminder,reminder,找回密碼 - Company Name - 获得财政独立
297,titles.register,register,報到 - Company Name - 获得财政独立
298,titles.login,login,入口 - Company Name - 获得财政独立
299,titles.about,about,關於公司 - Company Name -赚取简单！
300,titles.contacts,contacts,聯絡人 - Company Name - 24/7個人用戶支持
301,titles.markets,markets,超过200种金融工具，用于在世界任何地方进行交易
302,titles.commodities,commodities,商品 - 与Company Name 交易商品
303,titles.crypto,crypto,加密貨幣 - 交易加密货币差价合约共同经纪商名称
304,titles.forex,forex,貨幣是最穩定，最有前途的投資市場
305,titles.indices,indices,指標 - 成为指数差价合约交易专家
